"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTIMVA01","Imports in goods (value)","NZL","New Zealand","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,3.497424,,
"XTIMVA01","Imports in goods (value)","NZL","New Zealand","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,3.377956,,
"XTIMVA01","Imports in goods (value)","NZL","New Zealand","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,3.763591,,
"XTIMVA01","Imports in goods (value)","NZL","New Zealand","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,3.484858,,
"XTIMVA01","Imports in goods (value)","NZL","New Zealand","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,3.108007,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,6.952343,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,6.682168,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,7.483263,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,7.308751,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,6.89302,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,6.8214,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,6.852253,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,6.285215,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,6.758995,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,5.313933,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,5.722941,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,6.984263,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,6.50429,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,6.933032,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,7.5365,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,7.310611,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,7.836372,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,7.33365,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,6.536416,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,6.991755,,
"XTIMVA01","Imports in goods (value)","NOR","Norway","CXML","US-Dollar converted","M","Monthly","2021-03","Mar-21","USD","US Dollar","9","Billions",,,8.523648,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,22.46713,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,20.38163,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,21.9313,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,24.46066,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,22.6792,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,20.18657,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,22.07735,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,21.48198,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,21.83307,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,15.60491,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,16.31418,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,19.17909,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,22.01109,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,20.64059,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,23.95773,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,25.16742,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,25.28425,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,23.52594,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,22.83747,,
"XTIMVA01","Imports in goods (value)","POL","Poland","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,24.64446,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,8.146794,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,6.060425,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,7.400687,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,8.03949,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,7.654645,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,6.684297,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,7.339137,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,7.001729,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,6.695697,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,4.470031,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,4.765854,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,5.801089,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,6.680861,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,5.85068,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,7.253887,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,7.584896,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,7.229628,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,6.88493,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,6.709432,,
"XTIMVA01","Imports in goods (value)","PRT","Portugal","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,6.916409,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,6.904112,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,6.833163,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,7.697137,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,8.386586,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,8.113642,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,6.445731,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,7.352571,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,7.258123,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,7.093334,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,4.462964,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,4.840997,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,6.617189,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,6.654244,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,7.105064,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,8.011506,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,8.544292,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,8.843246,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,7.66824,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,7.536839,,
"XTIMVA01","Imports in goods (value)","SVK","Slovak Republic","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,8.179194,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,12.38114,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,12.36001,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,13.08098,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,14.41247,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,13.37504,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,12.69804,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,12.65665,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,11.8491,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,12.80109,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,10.07568,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,10.38579,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,12.29432,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,11.07205,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,12.12879,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,13.7825,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,14.07268,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,14.65029,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,14.1558,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,13.21195,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,14.0872,,
"XTIMVA01","Imports in goods (value)","SWE","Sweden","CXML","US-Dollar converted","M","Monthly","2021-03","Mar-21","USD","US Dollar","9","Billions",,,16.36764,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-07","Jul-2019","USD","US Dollar","9","Billions",,,3.706726,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-08","Aug-2019","USD","US Dollar","9","Billions",,,1.737736,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-09","Sep-2019","USD","US Dollar","9","Billions",,,4.008073,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-10","Oct-2019","USD","US Dollar","9","Billions",,,3.53755,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-11","Nov-2019","USD","US Dollar","9","Billions",,,3.941903,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2019-12","Dec-2019","USD","US Dollar","9","Billions",,,2.004213,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-01","Jan-2020","USD","US Dollar","9","Billions",,,4.867207,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-02","Feb-2020","USD","US Dollar","9","Billions",,,3.632125,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-03","Mar-2020","USD","US Dollar","9","Billions",,,4.029264,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-04","Apr-2020","USD","US Dollar","9","Billions",,,4.076107,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-05","May-2020","USD","US Dollar","9","Billions",,,2.668961,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-06","Jun-2020","USD","US Dollar","9","Billions",,,3.368212,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-07","Jul-2020","USD","US Dollar","9","Billions",,,3.525326,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-08","Aug-2020","USD","US Dollar","9","Billions",,,3.886782,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-09","Sep-2020","USD","US Dollar","9","Billions",,,3.306843,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-10","Oct-2020","USD","US Dollar","9","Billions",,,4.268824,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-11","Nov-2020","USD","US Dollar","9","Billions",,,4.895157,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2020-12","Dec-2020","USD","US Dollar","9","Billions",,,3.188197,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2021-01","Jan-21","USD","US Dollar","9","Billions",,,5.59029,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2021-02","Feb-21","USD","US Dollar","9","Billions",,,4.094835,,
"XTNTVA01","Net trade in goods (value)","CHE","Switzerland","CXML","US-Dollar converted","M","Monthly","2021-03","Mar-21","USD","US Dollar","9","Billions",,,6.258117,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-07","Jul-2019","NATCUR","National currency","9","Billions",,,40.39848,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-08","Aug-2019","NATCUR","National currency","9","Billions",,,61.30996,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-09","Sep-2019","NATCUR","National currency","9","Billions",,,98.29759,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-10","Oct-2019","NATCUR","National currency","9","Billions",,,103.3224,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-11","Nov-2019","NATCUR","National currency","9","Billions",,,148.1589,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2019-12","Dec-2019","NATCUR","National currency","9","Billions",,,133.9553,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-01","Jan-2020","NATCUR","National currency","9","Billions",,,62.54635,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-02","Feb-2020","NATCUR","National currency","9","Billions",,,72.71099,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-03","Mar-2020","NATCUR","National currency","9","Billions",,,77.45662,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-04","Apr-2020","NATCUR","National currency","9","Billions",,,95.54098,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-05","May-2020","NATCUR","National currency","9","Billions",,,129.3055,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-06","Jun-2020","NATCUR","National currency","9","Billions",,,103.2608,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-07","Jul-2020","NATCUR","National currency","9","Billions",,,105.6417,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-08","Aug-2020","NATCUR","National currency","9","Billions",,,105.9175,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-09","Sep-2020","NATCUR","National currency","9","Billions",,,44.91195,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-10","Oct-2020","NATCUR","National currency","9","Billions",,,51.91448,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-11","Nov-2020","NATCUR","National currency","9","Billions",,,30.73882,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2020-12","Dec-2020","NATCUR","National currency","9","Billions",,,-30.04394,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2021-01","Jan-21","NATCUR","National currency","9","Billions",,,91.71503,,
"XTNTVA01","Net trade in goods (value)","ARG","Argentina","NCML","National Currency","M","Monthly","2021-02","Feb-21","NATCUR","National currency","9","Billions",,,94.04243,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-07","Jul-2019","NATCUR","National currency","9","Billions",,,9.036438,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-08","Aug-2019","NATCUR","National currency","9","Billions",,,16.47787,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-09","Sep-2019","NATCUR","National currency","9","Billions",,,15.67276,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-10","Oct-2019","NATCUR","National currency","9","Billions",,,10.41847,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-11","Nov-2019","NATCUR","National currency","9","Billions",,,14.80998,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2019-12","Dec-2019","NATCUR","National currency","9","Billions",,,24.43507,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-01","Jan-2020","NATCUR","National currency","9","Billions",,,-6.981683,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-02","Feb-2020","NATCUR","National currency","9","Billions",,,10.09521,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-03","Mar-2020","NATCUR","National currency","9","Billions",,,18.71162,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-04","Apr-2020","NATCUR","National currency","9","Billions",,,31.95846,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-05","May-2020","NATCUR","National currency","9","Billions",,,23.4487,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-06","Jun-2020","NATCUR","National currency","9","Billions",,,36.71328,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-07","Jul-2020","NATCUR","National currency","9","Billions",,,41.9486,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-08","Aug-2020","NATCUR","National currency","9","Billions",,,34.68438,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-09","Sep-2020","NATCUR","National currency","9","Billions",,,32.099,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-10","Oct-2020","NATCUR","National currency","9","Billions",,,30.05651,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-11","Nov-2020","NATCUR","National currency","9","Billions",,,19.75469,,
"XTNTVA01","Net trade in goods (value)","BRA","Brazil","NCML","National Currency","M","Monthly","2020-12","Dec-2020","NATCUR","National currency","9","Billions",,,-0.2139708,,
